SerialNo,Session_Summary,Cleaned_Summary,Length,Cluster,TSNE-1,TSNE-2,Reclustered,Relevance,Rank
146,"in this session, we covered key concepts related to dimensionality reduction, categorical data encoding, and classification modeling techniques.

we began with t-sne (t-distributed stochastic neighbor embedding), which is widely used for visualizing high-dimensional data. however, since t-sne is stochastic in nature, it produces different clusters each time it runs, making it unsuitable for building predictive models. in contrast, pca (principal component analysis) can be used for dimensionality reduction but is more suited for continuous numerical data rather than categorical data.

moving on to categorical data encoding, we discussed one-hot encoding, which converts categorical variables into binary vectors. for example, if a variable y belongs to categories red, blue, and green, one-hot encoding would represent them as:
red â†’ 100
blue â†’ 010
green â†’ 001
while one-hot encoding ensures that categorical variables are properly represented, it significantly increases the number of columns, leading to the curse of dimensionality, especially when dealing with high-cardinality categorical features. this can make models computationally expensive and difficult to train.

we then examined different types of classification problems:

multi-class classification, where the output belongs to one of many classes (e.g., classifying an image as either a cat, dog, or bird).
multi-label classification, where the output can belong to multiple categories simultaneously (e.g., tagging an image with labels like ""outdoor,"" ""sunny,"" and ""people"").
since one-hot encoding can sometimes be inefficient, we discussed alternative encoding techniques, such as:

binary encoding: a more compact representation for categorical variables.
frequency encoding: uses the count of each category's occurrences but is applied only to input variables (x), not the target variable (y).
target encoding (mean encoding): uses the average value of y for each category to encode the variable. this method is useful but may introduce data leakage if not handled properly.
lastly, we explored feature binning, a technique used when continuous features need to be converted into categorical variables. once transformed, the problem can be approached using a classification model instead of a regression model.",covered key concepts related dimensionality reduction categorical encoding classification modeling techniques began tsne tdistributed stochastic neighbor embedding widely visualizing highdimensional however since tsne stochastic nature produces different clusters time runs making unsuitable building predictive models contrast pca principal component analysis dimensionality reduction suited continuous numerical rather categorical moving categorical encoding onehot encoding converts categorical variables binary vectors variable belongs categories red blue green onehot encoding would represent red â†’ 100 blue â†’ 010 green â†’ 001 onehot encoding ensures categorical variables properly represented significantly increases number columns leading curse dimensionality especially dealing highcardinality categorical features make models computationally expensive difficult train examined different types classification problems multiclass classification output belongs one many classes eg classifying image either cat dog bird multilabel classification output belong multiple categories simultaneously eg tagging image labels like outdoor sunny people since onehot encoding sometimes inefficient alternative encoding techniques binary encoding compact representation categorical variables frequency encoding uses count categorys occurrences applied input variables x target variable target encoding mean encoding uses average value category encode variable method useful may introduce leakage handled properly lastly explored feature binning technique continuous features need converted categorical variables transformed problem approached using classification model instead regression model,198,6,31.271803,-1.7647698,6,0.73798394,30
221,"discussed about the plan for the next remaining 10 lectures and about group project, learnt about function encoding in the start of class. saw an example of converting y(red, blue, green) with three column to be encoded to a function f(x) with three variables y1, y2, y3. there are two types of problems multiclass and multilabel, based on that we can have the approach ahead. then we saw binary encoding which results in a very compact encoding. we learnt that conversion in detail, how to get the answer. frequency encoding is in which we replace the category values with it's frequency it occurs in dataset. in target encoding, all the r values in the column are replaced by average calculated score above 2.5 in this case. ",plan next remaining 10 lectures group project function encoding start class saw converting yred blue green three column encoded function fx three variables y1 y2 y3 two types problems multiclass multilabel based approach ahead saw binary encoding results compact encoding conversion detail get answer frequency encoding replace category values frequency occurs dataset target encoding r values column replaced average calculated score 25 case,63,6,37.084686,-4.8689027,6,0.7338203,31
343,"firstly we started discussing about feature engineering, which is when either the dependent variables categorcial  item they have to be properly encoded in oder to be used in ml models. and we discussed about the plan for upcoming lectures and also discussed about the group assigment which will be done in groups of 4 and the dataset will be given and test will be given later we also learnt about one hot encoding",firstly started discussing feature engineering either dependent variables categorcial item properly encoded oder ml models plan upcoming lectures also group assigment done groups 4 dataset given test given later also one hot encoding,33,6,35.581314,-1.9970077,6,0.7251065,32
596,"the class started with the recall of t-sne algorithm. though we can create clusters but we should not create prediction models based on this. because t-sne converts n-dimensional data into two  dimensional and then form clusters on top of it. 
sir, then discussed about the project and we started a new topic: feature encoding.  
when y is categorical and some of x is categorical, they need to be encoded prior to training model. we need the values to be numerical and not categorical. one way to encode is vectorize (one hot encoding). if y has three values red, blue, green then we have y1, y2, y3 and assign 0 and 1 depending on the value of y. it works like y1 = f(x), y2 = f(x) and y3 = f(x). if we use logistic regression, then we predict three models. but the problem with this is that the three models are independent of each other. the main problems that arise are: multiclass problem, multilabel problem. 
when dealing with multilabel problem: expected outcome is one class out of many class. when dealing with multilabel problem: expected outcome is the total labels that are possible. the way in which we encode y is different for both the problems. in multiclass we encode with differential ways, like 0, 1, 2â€¦, in multilabel problem we encode such that values depend on one another. 
when we are working in multiclass problem and the dependent variable is categorical, we go with label encoding. giving numerical values to data. we should not do this for x, only y should be encoded in this since. another way is integer encoding: it has inherent sense of hierarchy. 
one- hot encoding has the problem that it brings more dimensions. example: when we are dealing with pin-codes. when we have nominal data we can use one hot encoding. we do not use one hot encoding for ordinal data. 
we then move to binary encoding. this is similar to one-hot encoding except there are more options to describe data. 
then we have frequency encoding. it uses the frequency measure as the encoding. we do not use this encoding for y, because we need distinct values for y. it can happen that two different y values get in same frequency. in target encoding, the values are replaced by the average value. 
then we looked at feature binning. it is used when continuous features need to be converted into categorical features. 

then we started: how to process text data? 
most llm are the examples of the manner in which statistical processing can generate deterministic output (code generation). the basic question is: how to convert text to numbers so that processing can be made efficient. 
",class started recall tsne algorithm though create clusters create prediction models based tsne converts ndimensional two dimensional form clusters top sir project started new topic feature encoding categorical x categorical need encoded prior training model need values numerical categorical one way encode vectorize one hot encoding three values red blue green y1 y2 y3 assign 0 1 depending value works like y1 fx y2 fx y3 fx use logistic regression predict three models problem three models independent main problems arise multiclass problem multilabel problem dealing multilabel problem expected outcome one class many class dealing multilabel problem expected outcome total labels possible way encode different problems multiclass encode differential ways like 0 1 2â€¦ multilabel problem encode values depend one another working multiclass problem dependent variable categorical go label encoding giving numerical values x encoded since another way integer encoding inherent sense hierarchy one hot encoding problem brings dimensions dealing pincodes nominal use one hot encoding use one hot encoding ordinal move binary encoding similar onehot encoding except options describe frequency encoding uses frequency measure encoding use encoding need distinct values happen two different values get frequency target encoding values replaced average value looked feature binning continuous features need converted categorical features started process text llm examples manner statistical processing generate deterministic output code generation basic question convert text numbers processing made efficient,222,6,32.748566,-0.77910596,6,0.7212341,33
274,"in todays class (12/3/25)
the class started with understanding differences between t-sne and pca, where t-sne can't be used while changing dimensions (projected features accounts into data loss and thus model can't be strained on) whereas pca is consistent (principal components contains into all the data while reducing dimensions eliminating the problem of data loss)
next we discussed about what will be the structure of last 10 classes and exercises. accounting the remaining class into feature engineering, big data and cloud computing, exercise 5-6 will be normal. 7 will comprise of project with due 13th april while 8-9-10 will be based in big data and cloud computing.
later, the discussion entered into the feature encoding, we initiated the discussion the importance of numerical value of y while passing for any algorithm/ model. there are two methods of which one is one hot encoding ( basically including creation of additional columns) dealing with multi-class objectives and other is multi-label classification where the output suggests the possible outcomes labelling each of them. 
later we delved into the discussion of label encoding where we understood the effects of x and y. followed the discussion on integer encoding where we used the examples of grades where there is a specific order in the output which can be directly implied into the code.
finally after discussing about one hot encoding ( number of columns help us to overcome the curse of dimensionality), binary encoding ( conversion of outputs into the binary form), and target encoding ( includes averaging the category values), we dived into the discussion of feature binning which is used for conversion of continuous problem into the discrete cases and ended the class understanding forming categories from the text data. ",class 12325 class started understanding differences tsne pca tsne cant changing dimensions projected features accounts loss thus model cant strained whereas pca consistent principal components contains reducing dimensions eliminating problem loss next structure last 10 classes exercises accounting remaining class feature engineering big cloud computing exercise 56 normal 7 comprise project due 13th april 8910 based big cloud computing later entered feature encoding initiated importance numerical value passing algorithm model two methods one one hot encoding basically including creation additional columns dealing multiclass objectives multilabel classification output suggests possible outcomes labelling later delved label encoding understood effects x followed integer encoding examples grades specific order output directly implied code finally discussing one hot encoding number columns help us overcome curse dimensionality binary encoding conversion outputs binary form target encoding includes averaging category values dived feature binning conversion continuous problem discrete cases ended class understanding forming categories text,147,6,31.249681,-0.87332314,6,0.6772282,34
660,"we learnt about different ml techniques such as simple linear regression, multiple linear regression, logistic regression, k-means clustering. we learned about the levels of measurement. they are of 4 types: 1)nominal : in this categorization without a specific order is done and it is discrete. for eg.: gender, colour. 2) ordinal : in this categorization is done in ordered way without equal intervals and it is discrete. for eg.: grades, rankings 3) interval : in this categorization, it is ordered with equal intervals but no true zero. it is continuous in nature. for eg.: temperature. 4) ratio: this categorization is similar to the interval, just here the the zero is true zero. for eg.: height, weight. next, we learned about the general type of equal in ml : y =f(x), where y is label and x are features. if both of them are known then it is known as supervised learning. if labels are unknown, it is called unsupervised learning and then using k-means clustering and hierarchical clustering, we create labels for it.",different ml techniques simple linear regression multiple linear regression logistic regression kmeans clustering learned levels measurement 4 types 1nominal categorization without specific order done discrete eg gender colour 2 ordinal categorization done ordered way without equal intervals discrete eg grades rankings 3 interval categorization ordered equal intervals true zero continuous nature eg temperature 4 ratio categorization similar interval zero true zero eg height weight next learned general type equal ml fx label x features known known supervised learning labels unknown called unsupervised learning using kmeans clustering hierarchical clustering create labels,90,7,24.916452,-13.247685,7,0.90457267,1
420,"four categories of measurements exist: 1. nominal: there is no precise hierarchy among data kinds. for example, gender 2. ordinal: ordering of discrete data. for example, educational attainment. 3. the interval is continuous and lacks an absolute zero. for example, temperature. 4. ratio: a continuous, absolute zero is defined. for example, lengthclassification is used for nominal and ordinal data. regression is used for intervals and ratios. when x is the input, y is the output, and f is our algorithm, the general equation for an ml problem is f(x)=y. while unsupervised learning groups unlabeled datasets into clusters, supervised learning uses labeled data and attempts to predict appropriate labels for unknown data.",four categories measurements exist 1 nominal precise hierarchy among kinds gender 2 ordinal ordering discrete educational attainment 3 interval continuous lacks absolute zero temperature 4 ratio continuous absolute zero defined lengthclassification nominal ordinal regression intervals ratios x input output f algorithm general equation ml problem fxy unsupervised learning groups unlabeled datasets clusters supervised learning uses labeled attempts predict appropriate labels unknown,61,7,24.123938,-14.667673,7,0.901649,2
385,"so today's discussion start with two types of machine learning model which is supervised and unsupervised. for example supervised ml includes - simple linear regression, multiple linear regression, random forest and unsupervised ml includes k-means clustering and hierarchal clustering. the most fascinating things is that whatever type of ml we will use always get a generic equation - y(x)=b0 + b1x + b2x2 .....
further ahead we have learnt about 4 levels of measurement -
1) nominal - it have discrete values and we can only categorize them. also there is no ordering between them. example - gender, color
2) ordinal - it also have discrete values and work same as nominal level of measurement. example - grades
3) interval - it have continuous value. the concept of 0 is arbitrary in this case. example  temperature
4) ratio - it also have continuous value. in this measurement 0 has a meaning. example - height, weight, salary
 in case of nominal and ordinal we use one-hot encoding to change words into numbers by making vector.
we learned that in y =f(x) where y is the label and x is called features.
when we have both labels and features then we use supervised learning and when we have only features then we use unsupervised learning method. nominal and ordinal are use for classification purpose whereas interval and ratio are use for regression.
second thing what we learnt today about data. in ml we use sample instead of population.
sample is a small chunk of population.
that's what we have learnt today.",start two types machine learning model supervised unsupervised supervised ml includes simple linear regression multiple linear regression random forest unsupervised ml includes kmeans clustering hierarchal clustering fascinating things whatever type ml use always get generic equation yxb0 b1x b2x2 ahead 4 levels measurement 1 nominal discrete values categorize also ordering gender color 2 ordinal also discrete values work nominal level measurement grades 3 interval continuous value concept 0 arbitrary case temperature 4 ratio also continuous value measurement 0 meaning height weight salary case nominal ordinal use onehot encoding change words numbers making vector learned fx label x called features labels features use supervised learning features use unsupervised learning method nominal ordinal use classification purpose whereas interval ratio use regression second thing ml use sample instead population sample small chunk population thats,131,7,26.316862,-13.100781,7,0.8857306,3
357,"there are 4 different types of measurements:-
1. nominal:- no absolute ordering between data types. ex. gender
2. ordinal:- discrete data with ordering. ex. education level.
3. interval:- has no absolute zero and is continuous. ex. temperature.
4. ratio:- an absolute zero is defined and is continuous. ex. length
 for ordinal and nominal we use classification.
interval and ratio we use regression.
general equation of a ml problem is f(x)=y where x is the input y is the output and f is our algorithm.
supervised learning is used in data with labels and then we try to predict accurate labels for unknown data, whereas in unsupervised learning unlabeled datasets are classified into clusters.  
 ",4 different types measurements 1 nominal absolute ordering types ex gender 2 ordinal discrete ordering ex education level 3 interval absolute zero continuous ex temperature 4 ratio absolute zero defined continuous ex length ordinal nominal use classification interval ratio use regression general equation ml problem fxy x input output f algorithm supervised learning labels try predict accurate labels unknown whereas unsupervised learning unlabeled datasets classified clusters,66,7,24.11171,-14.710932,7,0.87648684,4
481,"learnt about 4 different levels of measurement:-
(i)nominal:data is categorized into groups with no ordering.used for discrete data.example:gender,color,etc.
(ii)ordinal:data is categorised into groups which have ordering.used for discrete data.example:grades
(iii)interval:data is categorised into groups which have ordering and intervals between consecutive points are measurable but zero has arbitrary meaning.used for continuous data.example:temperature(5â°c is not twice as cold as 10â°c)
(iv)ratio:data is categorised into groups which have ordering,intervals between consecutive points are measurable and zero has a definite meaning.used for continuous data.example:height,weight
the machine learning category for both nominal and ordinal is ""classification"" whereas for interval and ratio it is ""regression"".

also learnt about y=f(x) where y is label and x contains features.the problems which contain label are called supervised learning problems and the ones which do not contain are unsupervised learning problems in which we use k-means clustering and hierarchial clustering to make labels.

there was one key point made that no matter how large the size of the data is,it is always considered a sample of the population.",4 different levels measurement inominaldata categorized groups orderingused discrete dataexamplegendercoloretc iiordinaldata categorised groups orderingused discrete dataexamplegrades iiiintervaldata categorised groups ordering intervals consecutive points measurable zero arbitrary meaningused continuous dataexampletemperature5â°c twice cold 10â°c ivratiodata categorised groups orderingintervals consecutive points measurable zero definite meaningused continuous dataexampleheightweight machine learning category nominal ordinal classification whereas interval ratio regression also yfx label x contains featuresthe problems contain label called supervised learning problems ones contain unsupervised learning problems use kmeans clustering hierarchial clustering make labels one key point made matter large size isit always considered sample population,91,7,25.08249,-13.117049,7,0.8762721,5
115,"in todays lecture, the broad topics were
1. the core of machine learning i.e. y = f(x)
- the data available is visualised and the crux is techinques to predict a function as close to the original functions
2. introduction to levels of measurement (nominal, ordinal, interval, ratio)
-nominal mainly represents equality i.e. equal or not equal.
-ordinal represents inequalities (<= or >=) with both being discrete
-interval represents a continuous data where reference i.e. 0 is not defined ex: temperature,   year
-ratio represents a continuous data type where a reference is defined i.e. ratio is defined.
3. machine learning algorithms of various data types (classifcation for nominal and ordinal data type, regression for interval and ratio data type)
-for classification, the ordinal data type is mainly encoded into one hot encodings based on number of classes.
4. what is supervised (label present or y is known while training), unsupervised (label is absent or y is unknown as the case with majority of real world data)
5. various techniques like simple linear regression, multiple linear regression, random forest algorithm, logistic regression, k-means clustering, hierarchical clustering.",broad topics 1 core machine learning ie fx available visualised crux techinques predict function close original functions 2 introduction levels measurement nominal ordinal interval ratio nominal mainly represents equality ie equal equal ordinal represents inequalities discrete interval represents continuous reference ie 0 defined ex temperature year ratio represents continuous type reference defined ie ratio defined 3 machine learning algorithms types classifcation nominal ordinal type regression interval ratio type classification ordinal type mainly encoded one hot encodings based number classes 4 supervised label present known training unsupervised label absent unknown case majority real world 5 techniques like simple linear regression multiple linear regression random forest algorithm logistic regression kmeans clustering hierarchical clustering,111,7,25.200167,-13.977738,7,0.8761264,6
446,"in today's lecture we learned about various techniques to make predictions for certain parameters. these techniques include simple linear regression ,multiple linear regression, logistic regression, random forest, etc. then we discussed the 4 levels of measurement named nominal, ordinal, interval and ratio. nominal and ordinal are discrete while interval and ratio are continuous. nominal has no real meaning of order like team a, team b being represented as 0 and 1, but there's a problem as in representation of these 2 teams the numbers used create an order(0<1) and hence a solution to this was by vectors. some examples of interval scale include temperature, ratio include age which can be compared etc. in ml ,nominal and ordinal are used for classification and interval and ratio are used for regression. then we discussed the differnence between unsupervised and supervised learning which is supervised learning uses labeled input and output data, while an unsupervised learning algorithm does not. at the end we discussed difference between population and sample and talked about how both lack and abundance of data can affect the algorithm.",learned techniques make predictions certain parameters techniques include simple linear regression multiple linear regression logistic regression random forest etc 4 levels measurement named nominal ordinal interval ratio nominal ordinal discrete interval ratio continuous nominal real meaning order like team team b represented 0 1 theres problem representation 2 teams numbers create order01 hence solution vectors examples interval scale include temperature ratio include age compared etc ml nominal ordinal classification interval ratio regression differnence unsupervised supervised learning supervised learning uses labeled input output unsupervised learning algorithm end difference population sample talked lack abundance affect algorithm,94,7,26.989868,-13.847616,7,0.8639942,7
91,"in today's session, we saw that the equation y=f(x) shows that we can find the function by identifying the data pattern of y and x. then we move onto 4 levels of measurement which are as follows:
nominal: discrete data like gender or color, which we can just classify not measure.
ordinal: discrete data like grades, which have their inherent order, we can also classify them.
interval: continuous data like temperature, here the definition of 0 is arbitrary.
ratio: continuous data like height, in which you can state 10m is twice of 5m.
we saw that we should not associate numbers directly with nominal and ordinal data types, instead we can use vectors to represent them. in y=f(x), y is called the label and the x's are features. if we know both, then to predict f we use supervised learning methods like slr, mlr, etc. if we don't know the labels, we can predict f with unsupervised learning methods like hierarchical clustering, etc. in which we form clusters of x's, analyze each, and then convert them into labeled data.
if the label data is nominal or ordinal, we use classification and regression for interval and ratio data types. then we see that whatever the size of the data is, it is always a sample that we need to analyze to get y=f(x), and further that you should back-test your model before presenting.",saw equation yfx shows find function identifying pattern x move onto 4 levels measurement follows nominal discrete like gender color classify measure ordinal discrete like grades inherent order also classify interval continuous like temperature definition 0 arbitrary ratio continuous like height state 10m twice 5m saw associate numbers directly nominal ordinal types instead use vectors represent yfx called label xs features know predict f use supervised learning methods like slr mlr etc dont know labels predict f unsupervised learning methods like hierarchical clustering etc form clusters xs analyze convert labeled label nominal ordinal use classification regression interval ratio types see whatever size always sample need analyze get yfx backtest model presenting,111,7,26.357368,-12.280644,7,0.8614552,8
288,"the lecture covered some basic ideas on machine learning and statistics. machine learning is essentially finding a relationship between features-inputs and labels-outputs. to achieve this, methods like linear regression, logistic regression, random forests, k-means clustering, and hierarchical clustering are used. these methods help solve problems like classification-grouping things-and regression-predicting values.
the lecture also introduced levels of measurement, which describe how data is categorized:
nominal data is applied to name things without any kind of order, such as color or gender.
ordinal data is ordered, but the difference between them is not consistent, like grades: a, b, c. encoding the ordinal data using numbers can lead to problems since it may suggest a difference that does not exist. using vectors will help to avoid this.
interval data is used for measurement, like temperature, where zero does not represent nothing.
ratio data includes things like height or weight, where zero means nothing, and you can compare values meaningfully (e.g., 10 kg is twice as heavy as 5 kg).
in machine learning, if the label is nominal, the problem is classification. if the label is interval or ratio, it is regression. machine learning can be supervised or unsupervised. in supervised learning, labels are already given, while in unsupervised learning, there are no labels. clustering methods are used in unsupervised learning to group data by similarity, and labels can be assigned later.
the last discussion about the difference between population and sample occurred. population refers to the entire dataset, but there can be a size that may be computationally expensive to analyze; thus, we often use a sample which is actually a smaller, manageable part of the data.",covered basic ideas machine learning statistics machine learning essentially finding relationship featuresinputs labelsoutputs achieve methods like linear regression logistic regression random forests kmeans clustering hierarchical clustering methods help solve problems like classificationgrouping thingsand regressionpredicting values also introduced levels measurement describe categorized nominal applied name things without kind order color gender ordinal ordered difference consistent like grades b c encoding ordinal using numbers lead problems since may suggest difference exist using vectors help avoid interval measurement like temperature zero represent nothing ratio includes things like height weight zero means nothing compare values meaningfully eg 10 kg twice heavy 5 kg machine learning label nominal problem classification label interval ratio regression machine learning supervised unsupervised supervised learning labels already given unsupervised learning labels clustering methods unsupervised learning group similarity labels assigned later last difference population sample occurred population refers entire dataset size may computationally expensive analyze thus often use sample actually smaller manageable part,152,7,26.211245,-13.996996,7,0.85345143,9
278,"in today's session we learnt about various levels of measurement which are nominal, ordinal, interval and ratio and their proper definitions and usage. learnt about how can we use these levels of measurement while solving a classification (nominal or ordinal level of measurement) or a regression problem (interval or ratio level of measurement). also how can we use numbers to represent nominal data using one-hot encoding which is just making the numbers as switches so that the data just takes value of 1 at the class it belongs to and 0 everywhere else. learnt a little about supervised and unsupervised learning which is basically the classification of a machine learning problem based on if we know the label 'y' or not. various techniques/algorithms we use for supervised or unsupervised learning were also discussed briefly. at the end of the class we were taught how we only know the data of a sample of a population even after so many technological advancements and we make predictions of the population based on the sample. also how the function y=f(x) has an inherent error because we don't have access to entire population data. ",levels measurement nominal ordinal interval ratio proper definitions usage use levels measurement solving classification nominal ordinal level measurement regression problem interval ratio level measurement also use numbers represent nominal using onehot encoding making numbers switches takes value 1 class belongs 0 everywhere else little supervised unsupervised learning basically classification machine learning problem based know label techniquesalgorithms use supervised unsupervised learning also briefly end class taught know sample population even many technological advancements make predictions population based sample also function yfx inherent error dont access entire population,86,7,24.917421,-15.697988,7,0.8515005,10
172,"we learnt about some machine learning techniques to fit data.
some techniques- include simple linear regression, multiple linear regression, logistic regression and random forest.
we studied levels of measurement like :
1.) nominal(just classification, not any ranking, also discrete)
2.) ordinal(it is ordered and discrete)
3.) interval(continous, absolute 0 doesn't mean absence of anything)
4.) ratio(continous, absolute 0 is defined by nature).
also nominal and ordinal are used in classification whereas interval and ratio are used in regression",machine learning techniques fit techniques include simple linear regression multiple linear regression logistic regression random forest studied levels measurement like 1 nominaljust classification ranking also discrete 2 ordinalit ordered discrete 3 intervalcontinous absolute 0 doesnt mean absence anything 4 ratiocontinous absolute 0 defined nature also nominal ordinal classification whereas interval ratio regression,52,7,27.269785,-15.314454,7,0.85022134,11
479,"today's lecture covered the levels of measurement: nominal (categorical), ordinal (ordered), interval, and ratio. explained supervised learning (labeled data for tasks like classification) and unsupervised learning (unlabeled data for clustering). key algorithms discussed included linear regression (continuous prediction), logistic regression (binary classification), and k-means clustering .",covered levels measurement nominal categorical ordinal ordered interval ratio explained supervised learning labeled tasks like classification unsupervised learning unlabeled clustering key algorithms included linear regression continuous prediction logistic regression binary classification kmeans clustering,33,7,25.15525,-16.910168,7,0.84270567,12
454,"we explored the 4 different types of measurements nominal, ordinal, interval and ratio scales, and discussed how each applies to data analysis. the class also focused on the difference between supervised and unsupervised learning, emphasizing that supervised learning uses labeled data for training, while unsupervised learning is designed to identify patterns in unlabeled data.",explored 4 different types measurements nominal ordinal interval ratio scales applies analysis class also focused difference supervised unsupervised learning emphasizing supervised learning uses labeled training unsupervised learning designed identify patterns unlabeled,31,7,25.830935,-16.59302,7,0.84098077,13
34,"in the equation ""y=f(x)"" , before ml f was deduced by manually by plotting data points and curve fitting. ml uses various algorithms such as slr, mlr, logistic regression , random forest , k-means clustering and hierarchical clustering out of which the last two come under unsupervised learning methods while the prior 4 are supervised learning techniques. topics of statistics were discussed upon . the different levels of measurement which are :-
i)nominal_(discrete): such as gender , color classifications into different categories.
ii)ordinal_(discrete): such as grades , unlike nominal these can be ordered.(classification)
iii)interval_(continuous): such as temperature, pressure references are arbitrary.(regression)
iv)ratio_(continuous): height, weight , salary zero is fixed.(regression)
in the equation ""y=f(x)"", y is known label and x is known as features .
when both of them are available supervised learning methods are used .
when we don't have labels unsupervised learning methods are used.
population and sample(small but representative part of the population) were discussed upon too.",equation yfx ml f deduced manually plotting points curve fitting ml uses algorithms slr mlr logistic regression random forest kmeans clustering hierarchical clustering last two come unsupervised learning methods prior 4 supervised learning techniques topics statistics upon different levels measurement inominaldiscrete gender color classifications different categories iiordinaldiscrete grades unlike nominal orderedclassification iiiintervalcontinuous temperature pressure references arbitraryregression ivratiocontinuous height weight salary zero fixedregression equation yfx known label x known features available supervised learning methods dont labels unsupervised learning methods population samplesmall representative part population upon,84,7,23.929377,-12.553146,7,0.83929026,14
168,"the lecture comprised of how do we get the empirical equation showing the relations between inputs and outputs of the dataset. now to measure this equations, there are four types of measurements which we can do. nominal,  which includes indentify gender where we also discussed a fundamental problem of giving one of the class a higher numeric value than other even though we don't want to. ordinal, which includes classifying according to ranks like grades or salary. interval, which includes data measured along any scale where we discussed that the same difference between two scales have different significance ( 2.5 feet and 5 feet ; 5â°c and 10â°c ). ratio, which can be said as quantitative version of interval scale as it has some zero value which can serve as a reference point. then we discussed about the difference between supervised and unsupervised learning which nothing but the absence of labels in case of unsupervised learning. then we vaguely moved through the process of how the empirical relation is obtained by first clustering the features and labelling them to gain the required function.",comprised get empirical equation showing relations inputs outputs dataset measure equations four types measurements nominal includes indentify gender also fundamental problem giving one class higher numeric value even though dont want ordinal includes classifying according ranks like grades salary interval includes measured along scale difference two scales different significance 25 feet 5 feet 5â°c 10â°c ratio said quantitative version interval scale zero value serve reference point difference supervised unsupervised learning nothing absence labels case unsupervised learning vaguely moved process empirical relation obtained first clustering features labelling gain required function,89,7,26.051092,-15.08168,7,0.83917606,15
513,"in the class, i learned about the four levels of measurement: nominal (discrete, classification, e.g., gender or color), ordinal (discrete, classification, e.g., grades), interval (continuous, regression, e.g., temperature), and ratio (continuous, regression with a true zero). i explored the concept of a label as y = f(x), where x is the features vector, and unsupervised learning methods like k-means and hierarchical clustering. additionally, the idea of a sample as a subset of a population for analysis was discussed.",class learned four levels measurement nominal discrete classification eg gender color ordinal discrete classification eg grades interval continuous regression eg temperature ratio continuous regression true zero explored concept label fx x features vector unsupervised learning methods like kmeans hierarchical clustering additionally idea sample subset population analysis,46,7,24.216099,-15.961693,7,0.83470887,16
555,"firstly 4 levels of measurement  - nominal, ordinal, interval and ratio and difference between them.
then about features and labels and the relation y = f(x)
supervised and unsupervised learning 
a glimpse of regression and clustering",firstly 4 levels measurement nominal ordinal interval ratio difference features labels relation fx supervised unsupervised learning glimpse regression clustering,19,7,24.899456,-17.343325,7,0.82184994,17
84,we started the class by y=f(x). we have data of y and x. we use machine learning models to find f. next we discussed about levels of measurement. starting with nominal which would basically differentiate between a characteristic. examples are gender and colour. then ordinal which had an inherent order. then there were inherent like temperature and ratio like height and weight. when there is no label it becomes an unsupervised learning model. then we have to use segmentation algorithms and assign labels. we have to realise the fact that any data we analyse is a sample. ,started class yfx x use machine learning models find f next levels measurement starting nominal would basically differentiate characteristic examples gender colour ordinal inherent order inherent like temperature ratio like height weight label becomes unsupervised learning model use segmentation algorithms assign labels realise fact analyse sample,46,7,24.594433,-16.234087,7,0.82103467,18
268,"today we learnt about four  scales nominal, ordinal,interval ratio discussed examples to understand each on of them in detail. and also learnt that for discrete scales like nominal and ordinal we have to use classification ml models and for continuous scales we have to use regression scales. sometimes label and features both are given in that case we can use supervised learning models when only features are given we can use unsupervised learning methods like means and hierarchical clustering.",four scales nominal ordinalinterval ratio examples understand detail also discrete scales like nominal ordinal use classification ml models continuous scales use regression scales sometimes label features given case use supervised learning models features given use unsupervised learning methods like means hierarchical clustering,42,7,26.655445,-16.36809,7,0.8205173,19
460,"we started with discussion of empirical relationship with example of flow rates v/s temperatures and gradually listing ml algorithms used widely. the whole problem breakdowns to 2 components: machine learning and statistics where stats forms the basis for ml. henceforth, we discussed the 4 levels of measurements:
nominal: discrete and unordered data; eg. gender/ color
ordinal: discrete but an ordered data; eg. grades/ age
internal: continuous but undefined ratio; eg. temperature
ratio: continuous along with well defined ratio; eg. height/ weight
later, we discussed that nominal and ordinal levels come into account for classification problems whereas interval and ration boils down for regression problems.
next, we discussed about supervised learning (labels and features both present) and unsupervised learning (only features present)",started empirical relationship flow rates vs temperatures gradually listing ml algorithms widely whole problem breakdowns 2 components machine learning statistics stats forms basis ml henceforth 4 levels measurements nominal discrete unordered eg gender color ordinal discrete ordered eg grades age internal continuous undefined ratio eg temperature ratio continuous along well defined ratio eg height weight later nominal ordinal levels come account classification problems whereas interval ration boils regression problems next supervised learning labels features present unsupervised learning features present,79,7,23.411432,-13.7913475,7,0.8203877,20
595,"we explored how empirical equations were traditionally used in the past and how modern machine learning algorithms have now taken their place. we also learned about the levels of measurement, namely nominal, ordinal, interval, and ratio, along with the encoding methods for ordinal data. additionally, we discussed the differences between supervised and unsupervised learning, particularly how predictions are made in the absence of label information. the session further covered key concepts such as data, population, and sample, emphasizing their importance in analysis and prediction.",explored empirical equations traditionally past modern machine learning algorithms taken place also learned levels measurement namely nominal ordinal interval ratio along encoding methods ordinal additionally differences supervised unsupervised learning particularly predictions made absence label information covered key concepts population sample emphasizing importance analysis prediction,44,7,22.99326,-16.132689,7,0.81842697,21
